企业名称, 法定代表人, 注册资本(元), 注册资金币种, 所属省份,电话,类别
左权县鑫泰冶金矿山有限责任公司,马栋峰,20000000,元人民币,山西,18635433564,矿产
陕西炼石矿业有限公司,张政,20000000,元人民币,陕西,0914-7561445,矿产
巴彦淖尔市中石亿矿业有限公司,葛雅平,20000000,元人民币,内蒙古,0472-5216653,矿产
江苏地博矿山机械制造有限公司,王建敏,20000000,元人民币,江苏,13375126721,矿产
广德县青龙天石矿业有限责任公司,程继华,20900000,元人民币,安徽,0563-2232002,矿产
江西华威矿业有限公司,戴嘉托,20010000,元人民币,江西,0797-8103383,矿产
山东黄河三角洲矿盐化工有限公司,杨鹏昆,22200000,元人民币,山东,0546-7763576,矿产
武穴市东南矿业有限公司,吕武龙,30000000,元人民币,湖北,0713-6619108,矿产
内蒙古金湘矿业有限责任公司,胡志科,22600000,元人民币,内蒙古,18163715987,矿产
新疆汇祥永金矿业有限公司,王官宝,20000000,元人民币,新疆,0908-7666188,矿产
广西光正矿产业有限公司,李广安,30000000,元人民币,广西,0778-2453899,矿产
山东东平宏达矿业有限公司,段玉德,30000000,元人民币,山东,0538-2859666,矿产
湖南新龙矿业有限责任公司,张新念,30000000,元人民币,湖南,0739-3310162,矿产
宁夏华盈矿业开发有限公司,孙鹤林,30000000,元人民币,宁夏,0951-7861929,矿产
平顺县西沟矿业有限公司,郭维忠,30000000,元人民币,山西,13633403444,矿产
连云港恒鑫通矿业有限公司,乔力强,21000000,元人民币,江苏,0518-82301999,矿产
和静县备战矿业有限责任公司,高伟,26899000,元人民币,新疆,0996-5390346,矿产
江西省宜丰万国矿业有限公司,高明清,27792648,元人民币,江西,0795-2978377,矿产
青海长河矿业有限责任公司,吴苍松,24900000,元人民币,青海,0979-8431611,矿产
西钢集团灯塔矿业有限公司,于克伟,245084233,元人民币,辽宁,0419-6650003,矿产
济钢集团石门铁矿有限公司,金银高,30000000,元人民币,山东,18266710503,矿产
山东东平宏达矿业有限公司,段玉德,24080000,元人民币,山东,0538-2859666,矿产
安徽大昌矿业集团有限公司,籍随昌,230000000,元人民币,安徽,0564-6398001,矿产
本溪市忠旺矿业有限公司,刘忠仁,25000000,元人民币,辽宁,19845555555,矿产
四川锦宁矿业有限责任公司,黄斌,25231070,元人民币,四川,0834-6863088,矿产
金平长安矿业有限公司,张勋,26100000,元人民币,云南,0873-5305885,矿产
内蒙古光大矿业有限责任公司,赵满堂,30000000,元人民币,内蒙古,0476-2831555,矿产
湖南新龙矿业有限责任公司,张新念,24000000,元人民币,湖南,0739-3310162,矿产
石家庄煤矿机械有限责任公司,刘伟,230000000,元人民币,河北,0311-85538992,矿产
黄陵矿业煤矸石发电有限公司,张代,25000000,元人民币,陕西,0911-5585964,矿产
汉中嘉陵矿业有限责任公司,孙宏,25000000,元人民币,陕西,0916-4864470,矿产
辽阳兴华矿业有限公司,黄家级,29412064,元人民币,辽宁,15242219654,矿产
陕西金栋矿业有限责任公司,张小莉,238300000,元人民币,陕西,13992208778,矿产
大连石化矿区服务有限公司,张伟奎,20738000,元人民币,辽宁,0411-86772262,矿产
富蕴蒙库铁矿有限责任公司,马飞,23600000,元人民币,新疆,0906-8727881,矿产
兰陵县宝华矿业有限公司,李加海,22000000,元人民币,山东,0539-5482111,矿产
淮北石台矿业有限责任公司,毕善军,24955000,元人民币,安徽,0561-4934123,矿产
古田天宝矿业有限公司,潘德滨,30000000,元人民币,福建,0593-3518266,矿产
神华宁夏煤业集团红石湾煤矿有限责任公司,蒙鹏科,30000000,元人民币,宁夏,0951-6976508,矿产
宁夏华盈矿业开发有限公司,孙鹤林,30000000,元人民币,宁夏,0951-7861929,矿产
平顺县西沟矿业有限公司,郭维忠,20625000,元人民币,山西,13633403444,矿产
连云港恒鑫通矿业有限公司,乔力强,29844000,元人民币,江苏,0518-82301999,矿产
灵宝金源矿业股份有限公司,王军强,40152000,元人民币,河南,0398-8821890,矿产
枣庄国众矿业有限公司,孙茂军,40000000,元人民币,山东,18669638111,矿产
内蒙古玉龙矿业股份有限公司,袁志安,39292018,元人民币,内蒙古,0479-3529108,矿产
南陵县铜铁矿业有限责任公司,张贤锋,31100000,元人民币,安徽,18905626259,矿产
广西中金岭南矿业有限责任公司,刘益龙,40000000,元人民币,广西,0772-5225600,矿产
鄂尔多斯市昊华红庆梁矿业有限公司,马成甫,38004000,元人民币,内蒙古,0477-5160811,矿产
鞍钢集团关宝山矿业有限公司,伊志宣,40230660,元人民币,辽宁,0412-5625360,矿产
陕西省红石岩煤矿,杨伟,36000000,元人民币,陕西,0911-2612242,矿产
甘肃中石棉矿业有限公司,张彦军,45000000,元人民币,甘肃,0931-8616898,矿产
赤峰金都矿业有限公司,赵满堂,40000000,元人民币,内蒙古,0476-2831333,矿产
山东兴盛矿业有限责任公司,李运修,44081240,美元,山东,0539-2856288,矿产
青龙满族自治县天兴矿业有限公司,贾红霞,36556000,元人民币,河北,0335-7605878,矿产
山东淄矿物产有限公司,王震,45000000,元人民币,山东,0533-5858833,矿产
天津市石矿有限公司,司乃全,31000000,元人民币,天津,13302001015,矿产
通化钢铁集团板石矿业有限责任公司,吴波,50000000,元人民币,吉林,0439-3391612,矿产
陕西有色冶金矿业集团有限公司,虎尚友,20000000,元人民币,陕西,029-87421603,矿产
内蒙古乾宝矿业有限公司,张佰祥,20000000,美元,内蒙古,15047295588,矿产
左权县鑫瑞冶金矿山有限公司,蔡丰,20000000,元人民币,山西,0354-8848491,矿产
云南华西矿产资源有限公司,徐碧良,20000000,元人民币,云南,0871-67338660,矿产
泰安四方矿产开发有限公司,刘光敏,20000000,元人民币,山东,0538-6050765,矿产
广东锦田稀土矿产开发有限责任公司,罗国宝,20000000,元人民币,广东,18664802519,矿产
麻栗坡金玮矿产有限公司,HEJUNYING（贺军瑛）,20000000,元人民币,云南,0876-6500033,矿产
甘肃共和同创矿产资源开发有限公司,袁楷楷,20000000,元人民币,甘肃,13909394204,矿产
宜昌宜美城市矿产资源循环利用有限公司,陈刚,20000000,元人民币,湖北,0717-4400177,矿产
上海昊海矿产品有限公司,戴志祥,20000000,元人民币,上海,13301717170,矿产
山西吕梁山矿产品有限公司,陈波,20000000,元人民币,山西,18735821197,矿产
四川兴彭建设有限公司,黄磊,20000000,元人民币,四川,028-37613222,矿产
辽宁宏源矿产品贸易有限公司,赵平,20000000,元人民币,辽宁,13804919880,矿产
乌鲁木齐宇盛矿产品有限责任公司,宋志云,20000000,元人民币,新疆,0991-6992233,矿产
深圳市盛屯金属有限公司,翁嘉斌,20000000,元人民币,广东,0755-85158899,矿产
包头震雄铜业有限公司,金蔚,20000000,元人民币,内蒙古,0472-5117286,矿产
西和县中宝矿业有限公司,高玉杰,20000000,元人民币,甘肃,0939-6693519,矿产
信宜紫金矿业有限公司,刘明戍,20000000,元人民币,广东,0668-8125666,矿产
山东天久矿业有限公司,田学广,20000000,元人民币,山东,15550918159,矿产
山东开源矿业有限公司,刘玉诺,20000000,元人民币,山东,0539-6826888,矿产
山西安鑫煤业有限公司,陈玉富,20000000,元人民币,山西,0357-8569188,矿产
山西煤炭运销集团龙山煤业有限公司,宋青,20000000,元人民币,山西,13834760606,矿产
海南泰鑫矿业有限公司,曹远才,20000000,元人民币,海南,0898-36620831,矿产
苏尼特右旗建源矿业有限责任公司,范志强,20000000,元人民币,内蒙古,13848593888,矿产
山西煤炭运销集团龙达煤业有限公司,王国彪,20000000,元人民币,山西,0358-6771958,矿产
山西洪洞西山光道煤业有限公司,刘晋琦,20000000,元人民币,山西,0357-6315882,矿产
巨野鲁麟矿业有限公司,杨建祥,20000000,元人民币,山东,0530-8156319,矿产
新疆凌宝矿业有限公司,丁国强,20000000,元人民币,新疆,13899909456,矿产
浙江交投浦新矿业有限公司,曹根富,20000000,元人民币,浙江,0579-88077213,矿产
广东长富矿业有限公司,蔡之凯（KEN CAI）,20000000,元人民币,广东,15916009988,矿产
湖北永邦控股集团有限公司,孙道文,20000000,元人民币,湖北,0717-6253588,矿产
新疆华兴矿业有限责任公司,胡建明,20000000,元人民币,新疆,0991-4856486,矿产
陕西润基矿业有限公司,刘英,20000000,元人民币,陕西,0917-85692266,矿产
安徽地矿矿业发展有限公司,王玉贤,20000000,元人民币,安徽,0551-64652120,矿产
西藏五鑫矿业有限公司,牛乃儒,20000000,元人民币,西藏,13389263344,矿产
广元辰龙矿业开发有限公司,芦春,20000000,元人民币,四川,0839-3350908,矿产
四川金升矿业有限责任公司,王才双,20000000,元人民币,四川,028-87067916,矿产
泰安坤泰矿业有限公司,孟祥水,20000000,元人民币,山东,0538-6050765,矿产
青海南部矿业有限公司,陈智勇,20000000,元人民币,青海,0971-6143573,矿产
青海富康矿业资产管理有限公司,李世文,20000000,元人民币,青海,0971-8222777,矿产
兖矿铝业国际贸易有限公司,路敦常,20000000,元人民币,山东,0537-5380813,矿产
广东广新矿业资源集团有限公司,曾凡斌,28019420,元人民币,广东,020-89203702,矿产
深圳市华瑞矿业有限公司,李世新,21150000,元人民币,广东,010-61933600,矿产
诸暨市越盛矿业有限公司,黄天宇,46500000,元人民币,浙江,13735352188,矿产
北京城市矿产资源开发有限公司,黎章成,30000000,元人民币,北京,010-59682861,矿产
格林美（天津）城市矿产循环产业发展有限公司,唐丹,30000000,元人民币,天津,022-59186666,矿产
杭州热联矿产资源股份有限公司,陈瑾,29200000,元人民币,浙江,0571-85093617,矿产
云南天雄矿产开发有限公司,李术昌,50000000,元人民币,云南,0876-3125998,矿产
辽宁澳宝矿产有限公司,罗世良,23800000,元人民币,辽宁,18804155199,矿产
水城县羲源矿产开发有限公司,肖黎明,29539905,元人民币,贵州,0858-6763097,矿产
安徽铜冠矿产资源有限公司,周曙光,30000000,元人民币,安徽,0562-5860779,矿产
宁海宁东新城矿产有限公司,吴伟建,50000000,元人民币,浙江,0574-65105795,矿产
文山川信矿产有限责任公司,熊光军,50000000,元人民币,云南,13708204123,矿产
云南照昀矿产资源开发有限公司,周艳霞,22400333,元人民币,云南,0886-3212782,矿产
河北中久矿产品加工有限公司,龚春英,49800000,元人民币,河北,15933563800,矿产
厦门环资矿业科技股份有限公司,刘信平,20500000,元人民币,福建,17751567167,矿产
承德矿业集团有限责任公司,崔兴平,20005000,元人民币,河北,0314-2259882,矿产
四川峨胜集团石膏矿业有限公司,罗剑,20000000,元人民币,四川,0833-5571188,矿产
中南橡胶集团有限责任公司,杨杰,28000000,元人民币,湖北,0717-6370006,橡塑
山东威普斯橡胶股份有限公司,刘继松,32060000,元人民币,山东,0539-2507986,橡塑
浙江亿化橡胶股份有限公司,应军兴,41157226,元人民币,浙江,0576-87753010,橡塑
山东新大陆橡胶科技有限公司,隋红刚,24822637,元人民币,山东,0539-2655216,橡塑
宁波顺泽橡胶有限公司,许俊明,34132000,元人民币,浙江,0574-55838500,橡塑
云南高深橡胶有限公司,王珍胜,28000000,元人民币,云南,0871-63178555,橡塑
固恩治（青岛）工程橡胶有限公司,段长安,33600000,美元,山东,0532-83151203,橡塑
浙江双箭橡胶股份有限公司,沈耿亮,24000000,元人民币,浙江,0573-88531023,橡塑
杭州朝阳橡胶有限公司,沈金荣,20000000,元人民币,浙江,0571-86910787,橡塑
中策橡胶（建德）有限公司,沈金荣,18000000,元人民币,浙江,0571-58300686,橡塑
山纳合成橡胶有限责任公司,云华,25600000,元人民币,山西,0352-2894022,橡塑
山东华盛橡胶有限公司,张树林,23180000,元人民币,山东,0546-7799628,橡塑
天津市陆港石油橡胶有限公司,马世宏,48713000,元人民币,天津,022-23348998,橡塑
上海胶带橡胶（淮安）有限公司,张辉,26000000,元人民币,江苏,0517-85850008,橡塑
山东横滨橡胶工业制品有限公司,王永堂,30000000,美元,山东,0536-3343576,橡塑
山东隆源橡胶有限公司,徐国卫,31617000,元人民币,山东,0546-7085977,橡塑
河北九洲橡胶科技股份有限公司,李永亮,27377830,元人民币,河北,0312-6268888,橡塑
山东双王橡胶有限公司,张清光,40000000,元人民币,山东,0546-6891376,橡塑
南京扬子石化橡胶有限公司,束长好,18000000,元人民币,江苏,025-58561698,橡塑
山东涌金橡胶有限公司,王文学,19500000,元人民币,山东,0546-6286999,橡塑
四川远星橡胶有限责任公司,赵春,25700000,元人民币,四川,028-88348000,橡塑
山东功名橡胶科技有限公司,王魏魏,23588000,美元,山东,15098250288,橡塑
普利司通（惠州）合成橡胶有限公司,山形周平,32341000,美元,广东,0752-5596646,橡塑
江阴市安基橡胶工业有限公司,刘燕明,50000000,元人民币,江苏,0510-86278888,橡塑
辽宁胜友橡胶科技有限公司,陈金柱,20000000,元人民币,辽宁,0427-5687033,橡塑
山东多路驰橡胶股份有限公司,孙卫东,40004449,元人民币,山东,0536-3890788,橡塑
天津物产化轻陆港橡胶贸易有限公司,朱小英,30800000,元人民币,天津,022-24213539,橡塑
山东豪克国际橡胶工业有限公司,潘书昌,20000000,元人民币,山东,0535-2717012,橡塑
山东威格尔集团有限公司,王宪章,38382340,元人民币,山东,0534-2117666,橡塑
青岛裕龙盛捷国际物流有限公司,毛方国,22040000,元人民币,山东,0532-67798019,橡塑
河北环球科技股份有限公司,郭秀忠,34182000,元人民币,河北,0318-4312128,橡塑
宁波长鸿高分子科技股份有限公司,陶春风,35000000,元人民币,浙江,0574-55222087,橡塑
天津纺织集团有限公司,卞镇,38000000,元人民币,天津,13752246680,纺织
上海纺织发展有限公司,龚羽,23078000,元人民币,上海,021-53685688,纺织
邯郸发达纺织集团有限公司,刘茂昌,35000000,元人民币,河北,0310-3279999,纺织
浙江鸣春纺织股份有限公司,罗鸣,30800000,元人民币,浙江,0573-83837863,纺织
苏州纺织控股（集团）有限公司,孙德凤,34900790,元人民币,江苏,0512-65239705,纺织
无锡一棉纺织集团有限公司,周晔珺,20560000,元人民币,江苏,0510-82832570,纺织
汶上如意技术纺织有限公司,王强,20639450,元人民币,山东,0537-7283111,纺织
青岛宏大纺织机械有限责任公司,邵明东,26000000,元人民币,山东,0532-88706783,纺织
华芳修武纺织有限公司,唐杰,33700000,元人民币,河南,0391-3807006,纺织
天津纺织集团天一有限公司,郝金水,41000000,元人民币,天津,022-60320335,纺织
上海嘉丰飞龙纺织有限公司,徐承杰,36000000,元人民币,上海,021-59520356,纺织
杭州炯华纺织有限公司,潘金满,21000000,元人民币,浙江,0575-87132267,纺织
宜宾天之华纺织科技有限公司,董坚强,22600000,元人民币,四川,18705736768,纺织
邯郸发达纺织印染有限责任公司,胡振江,21063985,元人民币,河北,0310-6210666,纺织
绍兴海峡纺织品有限公司,王涛,23000000,元人民币,浙江,15157510324,纺织
南昌银志纺织服装城实业有限公司,孙翔,43400000,元人民币,江西,13870809888,纺织
山东科宏纺织有限公司,吴建强,24336000,元人民币,山东,0632-5188811,纺织
青岛即发新恒纺织股份有限公司,张海云,20500000,元人民币,山东,0532-86593866,纺织
安徽华泰纺织有限公司,倪俊龙,35000000,元人民币,安徽,0556-5919892,纺织
江苏裕兴纺织有限公司,周庆贵,25800000,元人民币,江苏,13236198666,纺织
安徽华茂经纬新型纺织有限公司,倪俊龙,36000000,元人民币,安徽,0556-5919811,纺织
福建省亚新纺织有限公司,姚行善,26619480,元人民币,福建,13615050501,纺织
阿克苏联发纺织有限公司,于银军,20680000,元人民币,新疆,0997-2610686,纺织
东莞市成丰毛纺织有限公司,黄永鹏,20568000,元人民币,广东,13509807963,纺织
扬州永辉纺织科技有限公司,赵宏华,25077853,元人民币,江苏,0514-84627888,纺织
宜宾雅士德纺织有限公司,廖周荣,48000000,元人民币,四川,15298195023,纺织
新疆奥美医用纺织品有限公司,崔金海,40000000,元人民币,新疆,13239000066,纺织
石家庄常山恒新纺织有限公司,薛建昌,33239690,元人民币,河北,0311-85906200,纺织
铜仁福建天翔纺织实业有限公司,陈先进,37500000,元人民币,贵州,0856-3373729,纺织
东营安诺其纺织材料有限公司,纪立军,50000000,元人民币,山东,0546-3631677,纺织
霍尔果斯贤达纺织装备有限责任公司,周丽芳,200194400,元人民币,新疆,0999-8796873,纺织
河南玉秆绒纺织科技有限公司,刘爱英,43000000,元人民币,河南,18903726282,纺织
上海惠翱有色金属有限公司,周晓艳,22650705,元人民币,上海,021-23570351,有色金属
山东金升有色集团有限公司,徐德强,28382240,元人民币,山东,0539-8618338,有色金属
洛阳永宁有色科技有限公司,孙晋强,28000000,元人民币,河南,0379-63085712,有色金属
湖南有色资产经营管理有限公司,赵志顺,27100000,元人民币,湖南,0731-85385520,有色金属
巴彦淖尔紫金有色金属有限公司,陈鹏,30000000,元人民币,内蒙古,0478-4666953,有色金属
中科（洛阳）有色矿业有限公司,赵立峰,22013383,元人民币,河南,0379-60670379,有色金属
上海有色新材料（集团）有限公司,张敏祥,439884615,元人民币,上海,021-64188817,有色金属
铜陵有色股份铜冠电工有限公司,魏安祥,46714930,元人民币,安徽,0562-5864048,有色金属
四川有色新材料科技股份有限公司,周益明,42541427,元人民币,四川,028-83185396,有色金属
山西汇基有色金属有限公司,王建国,21450000,元人民币,山西,0357-3631273,有色金属
铜陵有色铜冠铜箔有限公司,甘国庆,25061600,元人民币,安徽,0562-5863619,有色金属
深圳金斯达贵金属材料有限公司,张贺源,39500000,元人民币,广东,13725502000,有色金属
西部金属材料股份有限公司,巨建辉,30772355,元人民币,陕西,029-86968418,有色金属
昆山建昌金属科技有限公司,李庆柏,40346651,元人民币,江苏,0512-57452345,有色金属
浙江甬金金属科技股份有限公司,虞纪群,31250000,元人民币,浙江,0579-88988807,有色金属
广东精艺金属股份有限公司,卫国,31441029,元人民币,广东,0757-26320089,有色金属
内蒙古德晟金属制品有限公司,张晓军,42952475,元人民币,内蒙古,0473-6951909,有色金属
东莞伟创力精密金属有限公司,陈光辉,21242000,元人民币,广东,0769-81003030,有色金属
柳州市品成金属材料有限公司,唐琦,31000000,元人民币,广西,0772-2515770,有色金属
山西太钢新钢联金属材料发展有限公司,周旭东,39000000,元人民币,山西,0351-5228671,有色金属
锦州钛金属有限公司,杨文成,20860000,元人民币,辽宁,0416-7183022,有色金属
波尔亚太（湖北）金属容器有限公司,马斌云,35998000,元人民币,湖北,0757-66851769,有色金属
德昌亚王金属材料有限责任公司,方罗,29900760,元人民币,四川,0834-5282124,有色金属
攀中伊红金属制品（重庆）有限责任公司,王国华,32500000,元人民币,重庆,023-67396798,有色金属
福建冠盖金属包装有限公司,陈民,35888000,元人民币,福建,0594-3696899,有色金属
苏州市永创金属科技有限公司,马力强,24000000,元人民币,江苏,0512-66520999,有色金属
青岛万德金属制品有限公司,徐燕顺,30000000,元人民币,山东,0532-84121072,有色金属
新疆昊坤金属制造有限公司,黄磊,40000000,元人民币,新疆,13199996332,有色金属
德清汇德金属科技有限公司,应东海,49467220,元人民币,浙江,0571-86272076,有色金属
连云港亨鑫金属制造有限公司,徐伟,30000000,元人民币,江苏,0518-50210045,有色金属
南通鸿劲金属铝业有限公司,张海泉,32000000,元人民币,江苏,0513-80600362,有色金属
波尔亚太（青岛）金属容器有限公司,马斌云,35256121,元人民币,山东,0532-68010215,有色金属
福建省铁生鑫废金属再生利用有限公司,翁彩连,29665340,元人民币,福建,18596678883,有色金属
湖州中景国际金属物流园发展有限公司,朱凤弟,270000000,元人民币,浙江,0572-2220321,有色金属
浙江物产金属集团有限公司,缪雷鸣,30000000,元人民币,浙江,0571-85271168,有色金属
陕西华泽镍钴金属有限公司,王涛,46170447,元人民币,陕西,029-88310063,有色金属
河北三信金属结构集团有限公司,魏可义,35998000,元人民币,河北,0318-4431006,有色金属
浙江科宇金属材料有限公司,姜少军,31079110,元人民币,浙江,0575-87068827,有色金属
江苏天舜金属材料集团有限公司,姚兰美,20485000,元人民币,江苏,0511-88208907,有色金属
新余新钢金属制品有限公司,冯小明,30000000,元人民币,江西,0790-6460888,有色金属
秦皇岛首秦金属材料有限公司,沈一平,50000000,元人民币,河北,0335-7127607,有色金属
海亮金属贸易集团有限公司,周巧云,20827000,元人民币,上海,021-62578549,有色金属
湖南柿竹园有色金属有限责任公司,何斌全,30000000,元人民币,湖南,0735-2612533,有色金属
泰安市鲁阳金属制品有限公司,郭大鹏,35800000,元人民币,山东,0538-5913707,有色金属
广东鸿劲金属铝业有限公司,陈洪成,30000000,元人民币,广东,0758-8513689,有色金属
甘肃招金贵金属冶炼有限公司,王春光,40000000,元人民币,甘肃,0932-2286396,有色金属
青海西豫有色金属有限公司,周华荣,26000000,元人民币,青海,0979-8437168-8167,有色金属
湖南湘钢金属材料科技有限公司,唐庆军,22220000,元人民币,湖南,0731-58653616,有色金属
荆州市群力金属铸造有限公司,陈清富,22560000,元人民币,湖北,0716-8372822,有色金属
天津天钢金属科技有限公司,菅希顺,24000000,元人民币,天津,022-59983862,有色金属
鑫古河金属（无锡）有限公司,王生,36000000,元人民币,江苏,0510-85342317,有色金属
贵州博宏小河金属铸业发展有限责任公司,罗其忠,21600000,元人民币,贵州,0858-6247171,有色金属
联港金属制品（福建）有限公司,潘枝钦,33588506,元人民币,福建,0593-6932588,有色金属
湖南宝山有色金属矿业有限责任公司,彭欣,24000000,元人民币,湖南,0735-4499513,有色金属
洛阳钼业集团贵金属有限公司,王乐乐,31000000,元人民币,河南,0379-60196612,有色金属
海盐浦发金属材料有限公司,鲁瑞良,20499874,元人民币,浙江,13906833693,有色金属
徐州汇能金属矿产有限公司,李广玉,29600000,元人民币,江苏,15190659986,有色金属
冷水江市泰和金属有限公司,王文魁,21000000,元人民币,湖南,0738-5555221,有色金属
玉溪汇溪金属铸造制品有限公司,魏积朝,24675000,元人民币,云南,0877-2782688,有色金属
湖南宇腾有色金属股份有限公司,谢志刚,38500000,元人民币,湖南,0735-2793666,有色金属
杭州兆创金属有限公司,尤光进,30000000,元人民币,浙江,13880536636,有色金属
东莞盛翔精密金属有限公司,蒋萍琴,30000000,元人民币,广东,0769-82737736,有色金属
江门金盛金属制品有限公司,黄启超,21878000,元人民币,广东,0750-8271822,有色金属
天津权健金属制品厂（普通合伙）,无,41500000,元人民币,天津,022-22201111,有色金属
郑州泰和金属材料有限公司,李勇,41432044,元人民币,河南,0371-62568207,有色金属
山东高科金属包装材料有限公司,马士国,20000000,元人民币,山东,13615492689,有色金属
池州市贵池区贵航金属制品有限公司,张义忠,20332000,元人民币,安徽,0566-5219999,有色金属
喀左县鑫丰金属制品有限公司,曾清俊,20000000,元人民币,辽宁,18940572333,有色金属
廊坊市洸远金属制品有限公司,蔡洸远,20000000,元人民币,河北,0316-2503700,有色金属
江苏海盛兴金属材料有限公司,杨海新,20388000,元人民币,江苏,15995375825,有色金属
山东盛阳金属科技股份有限公司,徐明华,20000000,元人民币,山东,0539-8921869,有色金属
波尔亚太（佛山）金属容器有限公司,马斌云,20000000,元人民币,广东,0757-66851755,有色金属
肇庆宏旺金属实业有限公司,刘自然,20000000,元人民币,广东,0758-3603881,有色金属
云南天浩稀贵金属股份有限公司,孙浩然,20000000,元人民币,云南,0871-62784849,有色金属
天津市辰青金属制品有限公司,张洪生,20000000,元人民币,天津,022-22146461,有色金属
福建省诚明金属冶炼有限公司,任献国,20000000,元人民币,福建,18965339083,有色金属
天津天钢联合金属制品有限公司,李树庆,20000000,元人民币,天津,022-59983862,有色金属
力金金属股份有限公司,项炳云,20000000,元人民币,浙江,0577-55892891,有色金属
福建航华金属制品有限公司,曾玲,64642254,元人民币,福建,13675001326,有色金属
新疆昊宇钛金属有限公司,孙昊,70000000,元人民币,新疆,15520017408,有色金属
山东中泽再生金属有限公司,张洪俊,87386100,元人民币,山东,0533-6201208,有色金属
江苏航宇金属制品有限公司,周定保,55600000,元人民币,江苏,0517-87213109,有色金属
廊坊市圣驰金属制品有限公司,蔡富荣,92689763,元人民币,河北,0316-2503700,有色金属
苏州东吉源金属科技有限公司,严晓伟,57836925,元人民币,江苏,0512-67685102,有色金属
山西亚欧有色金属有限公司,聂家兴,81649000,元人民币,山西,13703573193,有色金属
湖南展泰有色金属有限公司,曹圣金,76161759,元人民币,湖南,0735-3235846,有色金属
云南铜业凯通有色金属有限公司,罗勇,98131178,元人民币,云南,0871-62422547,有色金属
南京云海特种金属股份有限公司,梅小明,725879830,元人民币,江苏,025-57234888,有色金属
宁波兴业盛泰集团有限公司,胡明烈,66000000,元人民币,浙江,0574-63073255,有色金属
江西钨业股份有限公司,周少兵,81235000,元人民币,江西,0797-86285993,有色金属
河北四通新型金属材料股份有限公司,臧立国,624000000,元人民币,河北,0312-5806018,有色金属
湖南湘投金天钛金属股份有限公司,刘勇,69500000,元人民币,湖南,0731-88332810,有色金属
中信锦州金属股份有限公司,崔传海,85000000,元人民币,辽宁,0416-7186666,有色金属
江苏澳洋顺昌股份有限公司,CHEN KAI,60000000,元人民币,江苏,0512-58160000,有色金属
云南冶金新立钛业有限公司,刘红星,50000000,元人民币,云南,0878-4819607,有色金属
广东华暒再生资源有限公司,徐茂华,59272500,元人民币,广东,0757-81210500,有色金属
上海尚友实业集团有限公司,钟正,80000000,元人民币,上海,021-61812868,有色金属
新疆东方希望有色金属有限公司,王强,81381530,元人民币,新疆,0994-6851001,有色金属
江阴科玛金属制品有限公司,王珏,59286900,元人民币,江苏,0510-86065215,有色金属
霸州市新亚金属制品有限公司,薛顺义,70000000,元人民币,河北,0316-5680089,有色金属
北海诚德金属压延有限公司,黄庆周,60000000,元人民币,广西,0779-8527227,有色金属
天津京东英华贸易有限公司,徐欣,77000000,元人民币,天津,13811569475,有色金属
云南港新矿业有限公司,雷德君,82000000,元人民币,云南,0871-63163172,有色金属
上海均和集团有限公司,何旗,60000000,元人民币,上海,021-55888777,有色金属
铜陵有色金属有限责任公司,韦江宏,75040800,元人民币,安徽,0562-5861225,有色金属
扬州市秦邮特种金属材料有限公司,施家炎,30000000,元人民币,江苏,0514-80957690,有色金属
唐山盛财钢铁有限公司,宋志才,34369300,元人民币,河北,0315-4451166,有色金属
江苏星丰金属资源有限公司,崔传,30000000,元人民币,江苏,0516-83255080,有色金属
山东万通金属科技有限公司,陈英海,37659157,元人民币,山东,13792281722,有色金属
山东临港有色金属有限公司,徐博林,44684010,元人民币,山东,13645394520,有色金属
南丹县南方有色金属有限责任公司,周南方,35000000,元人民币,广西,0778-7358156,有色金属
江苏兴达特种金属复合线有限公司,刘锦兰,30000000,元人民币,江苏,0523-83783031,有色金属
金永和精工制造股份有限公司,张绍森,33496000,元人民币,山东,0536-2306156,有色金属
山西新星冶炼集团有限公司,杨龙龙,37000000,元人民币,山西,0358-6068028,有色金属
赤峰红烨锌冶炼有限责任公司,张拥华,30000000,元人民币,内蒙古,0476-8210117,有色金属
甘肃招金贵金属冶炼有限公司,王春光,34000000,元人民币,甘肃,0932-2286396,有色金属
青海华晟铁合金冶炼有限责任公司,杜利平,30000000,元人民币,青海,0971-4040406,有色金属
格尔木鼎升伟业冶炼有限公司,常亚文,40000000,元人民币,青海,0979-8434049,有色金属
来宾华锡冶炼有限公司,张冬生,32000000,元人民币,广西,0772-6682220,有色金属
山东金创金银冶炼有限公司,符金武,50000000,元人民币,山东,0535-3351078,有色金属
阿拉善盟泰宇冶炼有限公司,宋西兰,23500000,元人民币,内蒙古,18053108298,有色金属
乌拉特后旗瑞峰铅冶炼有限公司,闫万明,33218020,元人民币,内蒙古,15147851591,有色金属
锡林郭勒盟双源有色金属冶炼有限公司,李金钧,50800000,元人民币,内蒙古,15847969777,有色金属
洛阳永宁有色科技有限公司,孙晋强,56000000,元人民币,河南,0379-63085712,有色金属
河南金利金铅集团有限公司,成全明,73082545,元人民币,河南,0391-6891293,有色金属
四川会理鑫沙锌业有限责任公司,肖登华,21219710,元人民币,四川,0834-5683700,有色金属
甘肃中新房国创实业有限公司,潘国祥,36000000,元人民币,甘肃,13993785559,有色金属
云南玉溪钢铁集团玉昆钢铁有限公司,黄亨本,50000000,元人民币,云南,13759076493,钢铁
